date,Asset1,Asset2,Asset3,Asset4,Asset5
2020-06-30,250.8123,67.372,29.1583883172081,315.23,43.65
2020-07-01,249.808,68.037,29.2444435704807,315.61,43.935
2020-07-02,250.624,68.887,29.837268648581,316.36,44.23
2020-07-03,250.494,68.461,29.5504178043389,316.72,44.26
2020-07-06,250.8153,69.653,29.9854749181061,317.4,44.79
2020-07-07,250.9912,69.606,29.7846793271366,317.46,44.82
2020-07-08,251.3201,68.911,29.6269113628035,317.19,44.94
2020-07-09,251.5886,68.522,29.42133492443,317.31,44.905
2020-07-10,251.6951,69.198,29.6651581420358,316.86,45.125
2020-07-13,250.6583,70.702,29.9424472914698,316.86,45.17
2020-07-14,251.4364,69.421,29.7225283108842,,44.965
2020-07-15,251.4369,70.581,30.2101747460958,317.63,44.96
2020-07-16,251.8136,70.197,30.0476259343586,318.09,45.085
2020-07-17,251.5844,70.471,30.1432428824393,318.4,44.975
2020-07-20,252.388,70.834,30.2627640675401,319.02,44.895
2020-07-21,252.3829,71.633,30.3249150837926,320.36,45.675
2020-07-22,253.0475,71.355,29.9615706810859,320.72,45.33
2020-07-23,253.2529,71.669,29.9806940707021,321.71,45.62
2020-07-24,252.6167,70.481,29.4404583140462,321.77,45.375
2020-07-27,253.2662,70.509,29.3591839081776,321.79,45.45
2020-07-28,253.2529,70.799,29.5265135673188,321.7,45.62
2020-07-29,253.1369,70.91,29.4691433984704,321.75,45.785
2020-07-30,253.9584,70.654,28.8954417099862,321.28,45.255
2020-07-31,253.4917,70.871,28.5081930702594,321.16,45.595
2020-08-03,253.4599,71.997,29.0962373009557,321.11,46.21
2020-08-04,254.3392,72.115,29.0675522165314,321.53,46.225
2020-08-05,253.6748,72.7,29.0532096743193,322.25,47.015
2020-08-06,254.3764,72.597,28.8046056093095,322.82,46.72
2020-08-07,254.136,73.123,28.8619757781579,323.07,46.22
2020-08-10,254.4938,73.215,28.9480310314306,323.4,46.415
2020-08-11,253.6638,73.769,29.3830881451977,324.09,46.465
2020-08-12,253.2339,73.811,29.7894601745407,324.74,46.47
2020-08-13,252.2681,73.856,29.8245020176424,325.12,46.585
2020-08-14,252.3624,73.792,29.4692166639727,324.7,46.7
2020-08-17,253.1488,73.906,29.5568212717268,324.44,47.18
2020-08-18,253.2985,74.005,29.3913459015245,324.32,47.33
2020-08-19,253.6671,74.262,29.6833612607051,324.31,47.535
2020-08-20,253.9391,73.772,29.3864789788715,324.46,47.16
2020-08-21,253.7776,74.007,29.2891405258113,324.61,46.77
2020-08-24,253.6816,74.768,29.7660989458062,324.85,47.125
2020-08-25,252.184,75.052,29.654159724787,325.25,47.455
2020-08-26,252.1691,75.569,29.8439697082544,325.22,47.525
2020-08-27,251.8514,76.369,29.649292802134,325.33,47.465
2020-08-28,251.7839,76.31,29.4497489733606,325.38,47.815
2020-08-31,251.385,76.38,29.1918020727511,,47.875
2020-09-01,251.8749,76.655,29.1723343821391,325.53,48.125
2020-09-02,253.2794,77.495,29.7466312551942,326.01,47.575
2020-09-03,253.4641,75.903,29.3670112882595,326.49,46.865
2020-09-04,253.01,73.755,28.9825243986717,326.32,46.915
2020-09-07,252.5465,75.021,29.4740835866257,326.18,46.985
2020-09-08,253.1179,73.272,29.133399000915,326.02,46.015
2020-09-09,252.6973,74.243,29.649292802134,325.66,46.37
2020-09-10,252.4591,74.281,29.4400151280546,325.85,46.45
2020-09-11,253.3644,73.136,29.5519543490738,325.65,46.48
2020-09-14,253.5992,74.219,29.5519543490738,325.58,46.57
2020-09-15,253.7823,74.585,29.7660989458063,325.66,46.7
2020-09-16,254.0848,74.714,29.8439697082544,325.84,47.19
2020-09-17,254.2654,73.438,29.654159724787,325.68,47.57
2020-09-18,254.0508,72.779,29.4594828186667,325.68,47.84
2020-09-21,254.8569,70.51,28.617505199696,324.38,46.705
2020-09-22,254.9515,71.436,28.6710413488791,323.19,46.915
2020-09-23,255.0356,71.872,28.8608513323465,323.39,46.62
2020-09-24,254.7714,70.722,28.5737028958189,321.83,46.27
2020-09-25,255.0411,71.223,28.5347675145948,320.63,46.475
2020-09-28,255.1164,73.072,29.10906438765,320.98,46.525
2020-09-29,255.5678,72.899,28.8949197909176,321.26,46.22
2020-09-30,255.0009,73.705,28.7197105754092,321.58,46.55
2020-10-01,255.2969,73.911,28.7489121113273,322.66,45.935
2020-10-02,255.6715,73.177,28.8267828737754,322.81,46.055
2020-10-05,255.226,74.075,28.9679236307127,323.44,46.635
2020-10-06,255.2831,74.317,28.9192544041826,324.03,47.165
2020-10-07,255.0953,74.355,28.8413836417344,324.27,47.08
2020-10-08,255.8099,74.895,29.0555282384669,324.7,47.405
2020-10-09,256.2444,75.738,29.2502051445872,324.91,47.83
2020-10-12,256.7367,77.034,29.4546158960137,325.26,47.425
2020-10-13,257.0662,77.015,29.3280759070354,325.37,47.365
2020-10-14,257.2357,76.582,29.1674674594861,325.12,47.63
2020-10-15,257.4547,75.629,28.5055659786768,324.12,47.56
2020-10-16,257.8271,76.434,28.9289882494886,324.26,47.825
2020-10-19,257.32,76.233,28.8803190229585,324.64,47.925
2020-10-20,256.9861,75.131,28.612638277043,324.67,47.955
2020-10-21,256.5148,75.152,28.2330183101083,324.86,47.97
2020-10-22,255.9761,74.937,28.1940829288842,324.84,48.225
2020-10-23,256.3478,75.364,28.3790259896985,325.04,47.95
2020-10-26,256.5932,73.914,27.8290637299085,324.68,47.315
2020-10-27,257.1671,74.149,27.585717597258,324.47,47.585
2020-10-28,256.9863,72.079,26.7778084368584,322.91,46.62
2020-10-29,257.6993,72.052,26.7778084368584,322.19,46.01
2020-10-30,257.485,71.31,26.7486069009404,321.68,46.005
2020-11-02,257.725,72.265,27.2791014701184,321.84,46.275
2020-11-03,257.7128,73.915,27.9410029509277,323.15,46.93
2020-11-04,258.02,75.673,28.612638277043,323.95,47.215
2020-11-05,258.205,76.766,28.8073151831634,326.44,47.675
2020-11-06,257.93,76.513,28.7294444207152,326.98,47.51
2020-11-09,255.755,78.744,29.8975058574375,329.68,48.215
2020-11-10,255.48,77.163,30.2187227525361,329.92,48.51
2020-11-11,255.9975,77.958,30.632411178042,,48.915
2020-11-12,256.695,77.629,30.3011871828378,329.94,48.8
2020-11-13,257.1235,77.64,30.2279723297865,329.81,48.53
2020-11-16,257.3455,79.023,30.5208317419917,330.82,48.99
2020-11-17,257.76,78.767,30.442735898737,331.29,48.935
2020-11-18,257.626,78.835,30.5061887713815,331.6,49.495
2020-11-19,257.8,77.667,30.257258271007,331.7,49.145
2020-11-20,258.03,78.038,30.3988069869062,332.17,49.4
2020-11-23,257.87,77.542,30.3060681730412,332.72,49.65
2020-11-24,257.77,79.138,30.569641644026,333.65,50.29
2020-11-25,257.8977,79.053,30.5501176832123,334.04,50.28
2020-11-26,258.17,79.137,30.5647606538225,334.21,50.34
2020-11-27,258.1378,79.326,30.5891656048396,334.27,50.67
2020-11-30,257.62,78.449,30.2719012416173,334.3,50.34
2020-12-01,256.795,79.983,30.4573788693473,334.64,50.51
2020-12-02,256.8037,79.813,30.4915458007712,335.29,50.53
2020-12-03,257.5068,80.165,30.4085689673131,335.77,50.37
2020-12-04,257.2243,80.445,30.6672614480944,336.4,50.61
2020-12-07,257.98,80.494,30.6330945166704,336.66,50.72
2020-12-08,258.48,80.55,30.6623804578909,336.67,50.47
2020-12-09,258.47,80.472,30.7404763011457,336.8,50.67
2020-12-10,258.49,80.119,30.7355953109423,336.71,51.63
2020-12-11,259.11,79.461,30.5110697615849,336.36,51.15
2020-12-14,258.895,80.067,30.4720218399575,336.41,51.07
2020-12-15,259,79.907,30.4769028301609,336.39,51.52
2020-12-16,258.14,80.666,30.7502382815525,336.63,51.83
2020-12-17,258.304,80.954,30.8478580856209,336.93,52.18
2020-12-18,258.0225,80.588,30.720952340332,337.09,52.55
2020-12-21,258.1758,79.772,29.944874897988,336.46,51.83
2020-12-22,258.44,80.319,30.2670202514138,336.48,51.76
2020-12-23,257.5445,80.664,30.4964267909746,336.63,52.31
2020-12-24,257.6842,80.577,30.5501176832123,336.74,
2020-12-25,,,,,
2020-12-28,258.0263,81.371,30.813691154197,,52.31
2020-12-29,258.29,81.516,31.0235737329441,336.84,52.3
2020-12-30,258.1951,81.45,30.9113109582654,337,52.59
2020-12-31,258.24,81.287,30.7990481835867,337.08,
2021-01-01,,,,,
2021-01-04,258.473,80.612,31.0089307623338,337.59,52.97
2021-01-05,258.1059,80.833,30.965001850503,337.69,53.95
2021-01-06,257.639,82.116,31.4531008708451,337.87,54.21
2021-01-07,257.65,82.785,31.4921487924725,338.26,54.25
2021-01-08,257.9858,82.974,31.6776264202025,338.49,54.28
2021-01-11,257.3225,82.969,31.5995305769478,338.33,53.83
2021-01-12,256.335,82.78,31.5409586945067,337.72,54.48
2021-01-13,257.3853,82.938,31.555601665117,337.5,54.93
2021-01-14,257.5131,83.115,31.8484610773222,337.5,55.12
2021-01-15,257.3475,82.23,31.6288165181683,337.37,54.77
2021-01-18,256.8816,82.191,31.6190545377614,337.07,54.8
2021-01-19,257.206,82.38,31.6336975083717,337.15,54.77
2021-01-20,257.097,83.624,31.8240561263051,337.58,54.83
2021-01-21,256.1749,83.879,31.7459602830504,338.09,54.79
2021-01-22,256.109,83.608,31.6629834495922,337.98,54.64
2021-01-25,257.0796,83.266,31.4823868120657,337.71,54.23
2021-01-26,256.9439,83.92,31.6971503810162,337.33,54.69
2021-01-27,257.025,82.447,31.3457190863699,336.87,54.89
2021-01-28,256.9413,82.994,31.2871472039288,336.27,54.42
2021-01-29,256.5724,81.261,30.5305937223986,336.5,54.39
2021-02-01,256.5193,81.82,30.8966679876551,337.03,54.5
2021-02-02,255.9638,83.519,31.2627422529117,337.64,54.93
2021-02-03,255.8875,83.452,31.3554810667767,338.44,55.16
2021-02-04,256.0108,83.999,31.5360777043033,338.69,55.17
2021-02-05,255.7525,84.641,31.4384579002349,339.02,55.92
2021-02-08,255.7841,84.886,31.5311967140999,339.12,56.45
2021-02-09,255.7833,85.13,31.5360777043033,338.99,56.74
2021-02-10,255.6121,85.083,31.5116727532862,339.06,56.83
2021-02-11,256.0452,85.303,31.6452195912583,339.28,56.88
2021-02-12,255.1721,85.45,31.8947026951621,339.2,57.11
2021-02-15,254.3961,86.134,32.2566977871011,339.24,57.53
2021-02-16,253.7506,85.685,32.2077795314337,340.5,57.54
2021-02-17,253.7637,85.152,32.0365656365977,340.36,57.67
2021-02-18,252.7299,84.908,31.840892613928,340.41,58.24
2021-02-19,252.5622,85.547,31.8751353928952,340.38,58.55
2021-02-22,253.216,84.585,31.7430561025931,340.21,59.13
2021-02-23,252.4759,84,31.6109768122911,340.03,59.46
2021-02-24,251.862,85.031,31.7479479281599,339.96,60.13
2021-02-25,250.3904,84.682,31.5522749054901,339.68,60.23
2021-02-26,251.3705,83.572,31.1022269533498,338.45,59.08
2021-03-01,253.125,84.84,31.6745705446587,338.75,58.87
2021-03-02,253.0215,84.412,31.7381642770264,339.12,58.88
2021-03-03,251.8309,84.203,31.7234888003261,339.25,58.85
2021-03-04,251.97,83.257,31.7381642770264,339,59.03
2021-03-05,251.7584,81.42,31.5180321265229,338.4,59.19
2021-03-08,251.6154,84.313,32.2371304848341,337.99,59.37
2021-03-09,252.1965,84.771,32.4230198563703,337.9,58.87
2021-03-10,252.3298,85.037,32.5991255767731,338.1,58.87
2021-03-11,253.2369,86.175,32.6871784369744,339.17,59.61
2021-03-12,252.3352,85.533,32.5502073211056,339.29,59.67
2021-03-15,252.98,85.915,32.5648827978059,339.24,59.54
2021-03-16,252.7921,86.511,32.8339332039767,339.32,59.41
2021-03-17,251.5803,85.945,32.7556639949088,339.24,59.4
2021-03-18,251.2813,86.369,32.9366615408783,338.91,58.68
2021-03-19,251.731,85.471,32.7458803437754,338.66,58.47
2021-03-22,251.9454,85.94,32.7947985994428,338.63,58.55
2021-03-23,252.7061,85.824,32.7165293903749,338.82,57.9
2021-03-24,253.0615,85.765,32.7263130415084,339.02,58.34
2021-03-25,253.5218,84.849,32.7263130415084,339.2,57.25
2021-03-26,252.8856,85.863,32.9757961454123,339.3,58.27
2021-03-29,252.3156,86.279,33.1959282959157,339.34,57.82
2021-03-30,251.5604,86.369,33.3475748884847,339.29,57.56
2021-03-31,251.8373,86.821,33.2644138538501,339.6,57.56
2021-04-01,252.3772,87.354,33.3720340163184,340.11,57.71
2021-04-02,,,,,
2021-04-05,,,,,
2021-04-06,251.9383,89.01,33.626408945789,340.7,58.56
2021-04-07,251.9573,88.862,33.5090051321872,340.98,58.15
2021-04-08,252.3011,89.222,33.7584882360911,341.19,58.64
2021-04-09,251.4319,89.491,33.7682718872246,341.19,58.58
2021-04-12,251.2578,89.853,33.6117334690888,341.22,58.31
2021-04-13,251.0828,90.122,33.5872743412551,341.07,58.63
2021-04-14,250.5185,90.315,33.6851108525899,341.06,59.74
2021-04-15,251.3358,90.629,33.9248103053603,341.29,60.12
2021-04-16,250.8722,91.013,34.2183198393649,341.53,60.17
2021-04-19,250.366,90.75,34.1938607115312,341.55,60.28
2021-04-20,250.5959,89.881,33.6117334690888,341.09,60.19
2021-04-21,250.8529,90.546,33.9737285610278,340.86,60.61
2021-04-22,250.9108,90.957,34.1938607115312,340.93,60.82
2021-04-23,250.7244,90.91,34.0715650723626,340.88,61.16
2021-04-26,250.5925,91.263,34.0862405490628,340.84,61.84
2021-04-27,250.3382,91.129,34.0471059445289,340.88,62.44
2021-04-28,249.9754,91.22,34.0862405490628,340.91,62.54
2021-04-29,249.1328,91.286,34.0373222933954,341.1,62.27
2021-04-30,249.16,91.106,33.9835122121613,341.18,62.03
2021-05-03,249.3125,91.434,34.1987525370979,,62.85
2021-05-04,249.8632,90.152,33.7535964105244,341.22,63.7
2021-05-05,249.583,91.047,34.3895337342009,341.15,63.77
2021-05-06,249.3015,90.977,34.4286683387348,341.06,64.22
2021-05-07,248.7218,92.252,34.7026105704724,341,64.87
2021-05-10,248.84,92.181,34.7417451750064,341.04,64.64
2021-05-11,247.8577,90.378,34.1009160257631,340.73,65.09
2021-05-12,247.132,89.289,34.3601827808004,340.45,65.44
2021-05-13,246.8257,89.569,34.3695787807549,,63.75
2021-05-14,246.8661,90.753,34.7355282526651,340.26,63.76
2021-05-17,246.3397,90.468,34.740473515799,340.4,64.29
2021-05-18,246.4125,90.662,34.7108019369955,340.48,64.64
2021-05-19,246.4125,89.038,34.112425097791,340.17,62.72
2021-05-20,246.9378,90.648,34.6020061480492,340.11,62.88
2021-05-21,247.3477,90.968,34.7800356208704,340.17,62.74
2021-05-24,247.6994,91.585,34.8987219360845,,63.01
2021-05-25,248.4169,91.283,34.8146524628078,340.43,63.01
2021-05-26,249.2149,91.427,34.8097071996739,340.69,63.18
2021-05-27,248.6671,91.615,34.8245429890757,340.83,64
2021-05-28,248.89,91.812,34.9976271987629,341.03,64.45
2021-05-31,248.9265,91.432,34.7701450946025,,64.63
2021-06-01,248.8148,91.69,34.992681935629,341.48,65.31
2021-06-02,249.2071,91.881,35.1657661453162,341.89,65.28
2021-06-03,248.976,91.446,35.1410398296466,342.13,64.4
2021-06-04,249.3464,92.027,35.2844524605304,342.21,65.13
2021-06-07,249.0136,91.932,35.3339050918696,342.39,65.2
2021-06-08,249.6227,91.9,35.3635766706731,342.61,65.56
2021-06-09,250.1663,92.274,35.5267703540925,342.92,65.46
2021-06-10,250.1115,92.346,35.620730353637,343.13,65.7
2021-06-11,250.784,92.403,35.8482124577974,343.4,65.73
2021-06-14,250.2786,92.353,35.8976650891366,343.59,65.39
2021-06-15,249.969,92.5,36.0756945619578,343.56,64.64
2021-06-16,250.1815,92.601,36.1745998246362,343.38,64.93
2021-06-17,249.8003,92.186,36.2339429822433,342.98,63.1
2021-06-18,249.791,91.145,35.6800735112441,342.91,62.98
2021-06-21,249.3284,91.888,35.872938773467,342.65,63.39
2021-06-22,249.1217,92.465,35.9223914048062,342.5,63.56
2021-06-23,249.3875,92.587,35.5861135116996,342.55,64.02
2021-06-24,249.4594,93.024,35.872938773467,342.65,63.77
2021-06-25,248.5572,93.327,35.8877745628688,342.69,63.87
2021-06-28,249.1004,93.291,35.7641429845207,342.64,64.2
2021-06-29,249.1561,93.718,35.8432671946635,342.61,64.52
2021-06-30,249.9567,93.638,35.5416061434943,342.54,64.04
2021-07-01,250.0545,93.978,35.7097450900476,342.55,65.26
2021-07-02,250.684,94.571,35.7839240370564,342.59,65.45
2021-07-05,250.2183,94.97,35.808650352726,342.59,65.8
2021-07-06,251.4864,94.395,35.6256756167709,342.66,64.09
2021-07-07,251.742,94.878,35.8927198260027,342.8,63.71
2021-07-08,251.8717,94.093,35.3487408812713,342.77,63.73
2021-07-09,251.45,95.179,35.8581029840652,342.78,64.44
2021-07-12,251.6875,95.49,36.0460229831543,342.81,64.51
2021-07-13,251.8875,95.791,36.125147193297,342.87,64.95
2021-07-14,252.1375,95.39,36.0905303513596,,65.14
2021-07-15,252.4,95.251,35.7740335107886,343.08,65.09
2021-07-16,252.8628,94.907,35.6949093006458,343.16,65.25
2021-07-19,253.325,92.998,34.8937766729505,342.91,63.33
2021-07-20,253.8125,94.112,35.0718061457717,342.69,63.96
2021-07-21,253.375,94.853,35.5465514066282,342.75,64.65
2021-07-22,254.0625,95.063,35.5910587748335,342.97,64.93
2021-07-23,254.3125,96.1,36.0262419306186,343.11,65.34
2021-07-26,254.2,96.393,35.9223914048062,343.16,65.8
2021-07-27,254.5,95.658,35.7641429845207,343.2,65.85
2021-07-28,254.4125,96.076,36.0311871937525,343.18,65.91
2021-07-29,254.525,96.526,36.1696545615023,343.5,66.64
2021-07-30,254.625,95.856,36.0212966674847,343.65,66.2
2021-08-02,255.275,96.289,36.1498735089666,343.82,65.9
2021-08-03,255.3431,95.86,36.2883408767164,344.07,65.34
2021-08-04,255.5375,96.085,36.4713156126715,344.37,65.09
2021-08-05,255.8375,96.471,36.5850566647517,344.64,65.6
2021-08-06,255.0875,96.717,36.5751661384839,344.69,65.29
2021-08-09,255.2375,96.66,36.6889071905641,344.63,64.23
2021-08-10,255.375,96.777,36.7878124532425,344.56,65.27
2021-08-11,255.127,96.895,36.9361703472602,344.47,65.29
2021-08-12,255.429,97.072,37.0686401015228,344.52,65.48
2021-08-13,255.5711,97.425,37.1333323181049,344.5,66.17
2021-08-16,255.2915,97.113,36.9890189118834,344.44,65.78
2021-08-17,255.2023,97.135,37.1383086424574,344.37,65.57
2021-08-18,255.5316,96.954,37.1034743719901,344.38,64.99
2021-08-19,255.6358,96.05,36.5759839906286,344.28,63.49
2021-08-20,255.8586,96.751,36.7153210724977,344.23,63.39
2021-08-23,255.4013,97.864,36.9044213978914,344.24,64.42
2021-08-24,255.4223,97.891,36.8048949108421,344.28,65.32
2021-08-25,253.852,98.126,36.7252737212026,344.27,65.59
2021-08-26,253.7941,97.811,36.6556051802681,344.27,65.41
2021-08-27,253.9171,98.282,36.7899659377847,344.24,65.99
2021-08-30,254.3572,99.017,36.8048949108421,,66.23
2021-08-31,253.1359,98.867,36.6904394507354,344.38,66.05
2021-09-01,252.9541,98.921,36.8098712351946,344.43,65.63
2021-09-02,253.2171,99.14,36.889492424834,344.59,66.34
2021-09-03,252.7565,98.99,36.6804868020304,344.65,66.45
2021-09-06,253.0158,99.272,37.0139005336457,344.7,66.4
2021-09-07,251.9005,98.666,36.7700606403748,344.75,65.75
2021-09-08,252.0712,98.296,36.4117652869972,344.74,65.96
2021-09-09,253.2639,98.549,36.2624755564233,344.79,66.09
2021-09-10,252.6088,97.878,36.1928070154887,344.87,66.38
2021-09-13,252.6358,97.461,36.3371204217103,344.95,66.31
2021-09-14,253.0285,97.355,36.302286151243,345.08,66.27
2021-09-15,252.3104,97.248,36.0285883118573,343.65,67.31
2021-09-16,252.227,97.242,36.0982568527919,345.71,66.48
2021-09-17,251.8468,96.9,35.7847484185865,344.05,66.35
2021-09-20,252.3315,95.158,35.2821396589874,345.44,65.49
2021-09-21,252.6663,95.493,35.6951745802421,343.66,64.86
2021-09-22,252.827,96.093,36.003706690095,345.51,66.08
2021-09-23,251.5619,97.183,36.3122387999479,345.5,66.68
2021-09-24,250.6974,96.964,36.0335646362098,345.2,66.95
2021-09-27,250.7503,97.074,36.0086830144474,344.93,67.68
2021-09-28,250.1967,95.219,35.2871159833398,344.24,67.55
2021-09-29,250.4388,95.455,35.5906717688403,344.14,67.32
2021-09-30,249.9439,94.947,35.5259795522582,344.07,67.42
2021-10-01,250.5025,94.369,35.3766898216842,343.69,67.66
2021-10-04,250.3826,93.473,35.2423290641676,343.5,68.45
2021-10-05,249.8449,95.146,35.6603403097748,343.09,68.84
2021-10-06,249.6776,93.937,35.3617608486268,342.28,68.15
2021-10-07,250.0153,96.505,36.0484936092672,342.33,68.57
2021-10-08,249.2563,95.987,35.9340381491605,342.31,69.35
2021-10-11,248.7453,96.168,36.0335646362098,341.56,69.73
2021-10-12,248.5899,95.051,35.8942275543407,340.71,69.42
2021-10-13,249.3409,94.66,36.0733752310295,340.72,69.29
2021-10-14,250.5298,96.527,36.5809603149811,341.6,70.05
2021-10-15,250.0902,97.417,36.824800208252,342.15,71.05
2021-10-18,249.8775,97.728,36.6356998828582,342.01,70.71
2021-10-19,249.0822,98.415,36.6904394507354,341.99,70.55
2021-10-20,249.2831,98.873,36.8048949108421,341.78,70.92
2021-10-21,249.0004,98.754,36.7352263699076,341.67,69.62
2021-10-22,249.0005,98.9,36.9342793440062,341.54,69.66
2021-10-25,249.3564,99.413,36.964137290121,341.4,70.63
2021-10-26,249.3296,100.044,37.272669399974,341.59,70.46
2021-10-27,250.4888,99.798,37.198024534687,341.88,69.9
2021-10-28,249.8032,100.027,37.3224326434986,342.05,69.75
2021-10-29,248.3892,100.232,37.4567934010152,341.77,69.41
2021-11-01,248.2822,100.536,37.6558463751139,,69.8
2021-11-02,249.5752,101.006,37.8101124300403,341.6,69.67
2021-11-03,250.0264,100.913,37.9494495119094,341.62,69.02
2021-11-04,251.0783,101.851,38.1186445398933,342.14,68.77
2021-11-05,252.3766,102.719,38.2131947025901,342.67,69.16
2021-11-08,251.6762,102.58,38.1485024860081,343.1,69.56
2021-11-09,253.0347,102.077,38.1335735129507,343.24,69.23
2021-11-10,251.5968,102.055,38.2331,,69.7
2021-11-11,251.369,101.577,38.315,,69.9
2021-11-12,251.602,102.103,38.325,342.91,70.17
2021-11-15,251.2264,102.259,38.525,342.83,69.95
2021-11-16,251.2137,102.727,38.675,342.74,69.94
2021-11-17,251.0199,102.412,38.76,342.65,69.97
2021-11-18,252.0317,102.52,38.485,342.81,69.75
2021-11-19,253.0476,102.754,38.43,342.87,69.5
2021-11-22,251.9931,103.292,38.39,342.7,69.97
2021-11-23,250.4992,101.891,38.02,342.25,70.27
2021-11-24,249.9232,102.339,38.085,341.83,70.82
2021-11-25,250.5593,102.744,38.19,341.57,70.6
2021-11-26,252.083,100.222,36.7,339.96,67.53
2021-11-29,252.0011,101.283,36.965,339.79,67.99
2021-11-30,252.7625,100.068,36.595,339.73,66.71
2021-12-01,252.2205,101.374,37.39,340.18,66.72
2021-12-02,253.1056,99.331,36.94,340.57,66.29
2021-12-03,253.4658,99.012,36.805,340.84,66.83
2021-12-06,253.7646,99.968,37.35,341.01,66.71
2021-12-07,253.6261,102.305,38.23,341.77,67.81
2021-12-08,252.1023,102.094,37.995,342.1,68.21
2021-12-09,252.6981,102.279,37.935,342.24,67.84
2021-12-10,252.944,102.097,37.93,342.23,67.9
2021-12-13,253.725,101.977,37.83,342.3,67.95
2021-12-14,253.3945,100.74,37.54,342.27,67.58
2021-12-15,253.3643,100.65,37.69,342.22,66.8
2021-12-16,252.5984,102.564,38.24,342.3,68.15
2021-12-17,253.3807,101.31,38.01,342.35,67.88
2021-12-20,252.9382,98.91,37.4,342.12,66.6
2021-12-21,251.4008,100.365,37.96,342.13,67.93
2021-12-22,251.113,102.122,38.25,342.21,68.81
2021-12-23,250.1184,103.125,38.62,342.38,69.18
2021-12-24,250.1491,103.194,38.61,342.4,
2021-12-27,249.9207,103.956,38.82,,70.11
2021-12-28,249.9368,104.526,39.115,,70.03
2021-12-29,248.7215,104.36,38.855,342.46,69.81
2021-12-30,248.5485,104.663,38.985,342.55,69.91
2021-12-31,248.7545,104.106,39.005,342.59,
